,Unnamed: 0,recipe_name,preparation_time,min_portion,max_portion,ingredients,steps,ingredient_count,duration_level,complexity_score
53,92,Salsa verde opción 01,5,6,6,"4 cucharadas apróximadamente de perejil picado, 4 cucharadas apróximadamente de cilantro picado, 1 diente de ajo grande, 1 cucharadita de jugo de limón, 1/2 unidad de cebolla o 1 cebolla chica, 2 cucharadas de aceite vegetal, sal y pimienta a gusto, 2 cucharadas de mayonesa light idealmente","1-mezclar todos los ingredientes en la picadora o licuadora. rectificar el sabor con sal y pimienta., 2-se puede conservar 2 días después de hecha en el refrigerador., 3-ideal para acompañar el pan, carnes, ensaladas., 4-sale un poco más de una taza apróximadamente de salsa.",8,duracion Rapida,20.632798573975045
54,93,Sandía con harina tostada,35,6,6,"1 trozo de sandía entero o cortado en pequeños trozos., harina tostada",1-simplemente espolvorear harina tostada sobre la sandía y disfrutar.,2,duracion Media ,21.702317290552585
55,95,Sémola con salsa de caramelo,35,6,6,"3/4 taza de azúcar granulada, 1/4 taza de agua, 1 cucharadita de jugo de limón, 1 litro de leche, 3/4 taza de sémola, 3/4 de taza de azúcar granulada, palos de canela","1-en una olla colocar el azúcar con el agua a fuego medio, cuando comience a hervir agregar el jugo de limón., 2-mezclar un poco y dejar que el azúcar comience a trabajar. debe tener cuidado porque la olla estará súper caliente. este proceso para formar un caramelo de color café toma al menos unos 10 minutos. el limón ayudará a no formar los cristales de azúcar, con ello obtendremos un caramelo liso y parejo., 3-una vez listo con mucho cuidado colocar el caramelo en el molde que utilizarán, yo usé un molde rectángular., 4-esparcir con el mismo caramelo ladeando el molde para lograr cubrir por los costados., 5-hervir la leche con los palitos de canela y el azúcar., 6-cuando este a punto de hervir, bajar el fuego al mínimo y agregar con cuidado la sémola, revolviendo bien para que se disuelva y no se formen grumos, también se pueden ayudar con un batidor manual, pero para revolver no para batir., 7-una vez bien incorporada la sémola y fijándose que la mezcla suelta el hervor (o sea que está hirviendo) retirar del fuego, vaciar en el molde con caramelo y dejar enfriar por un par de horas.",7,duracion Media ,33.065953654188945
56,96,Sémola con salsa de vino,35,6,6,"3/4 taza de sémola, 4 tazas de leche fría, 3/4 de taza de azúcar granulada, palos de canela, 2 1/2 tazas de vino tinto, palos de canela, 1 trozo de cáscara de limón, 3/4 taza de azúcar granulada","1-hervir la leche con los palitos de canela y el azúcar. cuando este a punto de hervir, bajar el fuego al mínimo y agregar con cuidado la sémola, revolviendo bien para que se disuelva y no se formen grumos, también se pueden ayudar con un batidor manual, pero para revolver no para batir., 2-una vez bien incorporada la sémola y fijándose que la mezcla suelta como globitos (o sea que esta hirviendo) retirar del fuego, vaciar en un molde y dejar enfriar., 3-colocar en una olla el vino a fuego medio fuerte, cuando comience a hervir, encender con un fósforo o encendedor para que el vino prenda y con ello quemar el alcohol. en este procedimiento hay que tener mucho cuidado. (esto es lo que se llama flambeado)., 4-el flambeado se apaga solo y dura muy poco. luego de haber hecho eso, se agrega los palos de canela, cáscara de limón y azúcar. se espera hasta que el azúcar este bien disuelta., 5-luego se retira del fuego y se deja enfriar., 6-una vez ambas partes enfriadas, se sirve como se visualiza en la foto.",8,duracion Media ,35.338680926916226
57,98,Sopaipillas,35,6,6,"3 1/2 tazas de harina, 1 cucharadita de polvos de hornear, 1 cucharadita de sal, 1/4 de kilo de zapallo (250 grs), 3 cucharadas de manteca, aceite para freír","1-juntar la harina, los polvos de hornear y sal en un bowl. mientras tanto cocinar el zapallo la primera alternativa es que lo haga en una olla con agua hasta que esté sumamente blando o también con trozos ya partidos de zapallo colocarlo en la bandeja del\xa0 horno por unos 25 mins a 350°f (180°c) para luego pasarlo por cedazo (colador) y así agregarlo a la mezcla de la harina,\xa0 luego se adjunta la manteca derretida., 2-formar una masa lisa que no se pegue en las manos., 3-enseguida con la ayuda de un uslero estirar la masa e ir cortando círculos, del diámetro que ustedes quieran., 4-calentar la sartén con el aceite y luego ir friendo brevemente las sopaipillas por cada lado. muy importante es colocarlas en papel absorvente después., 5-se pueden espolvorear con ázucar flor, servirlas con pebre o pasarlas por chancaca., 6-preparación de la chancaca: disolver la chancaca en una olla con un poquito de agua , agregar un trozo de cáscara de naranja y unos palos de canela. debe quedar una consistencia espesa.",6,duracion Media ,30.793226381461672
58,99,Sopaipillas pasadas,35,25,30,"3 tazas de harina, 1 cucharadita de polvos de hornear, 1 cucharadita de sal, 1 taza de zapallo, 3 cucharadas de manteca o mantequilla, aceite para freír, 1 paquete de chancaca (225 grs), 1 trozo de cáscara de naranja, 3 clavos de olor, 2 tazas de agua, 1 cucharada de maicena (almidón de maíz)","1-en un bowl mezclar el zapallo cocido, harina, sal, polvo de hornear, manteca derretida, unir todo hasta formar una masa homogénea., 2-luego extender sobre una superficie y estiramos la masa con la ayuda de un uslero y dejar la masa de 1 cm de grosor., 3-cortar círculos del tamaño deseado., 4-pinchar con el tenedor y luego freír con abundante aceite caliente, luego mantener a fuego medio. freír por ambos lados hasta que tome color., 5-una vez listas dejarlas en papel absorbente., 6-colocar en una olla la chancaca, agua, cáscara de naranja y clavos de olor., 7-cuando la chancaca esté disuelta, revolver bien y agregar la maicena disuelta en un poquito de agua fría. ir revolviendo y luego al primer hervor apagar el fuego., 8-colocar una par de sopaipillas en la olla, dejarlas unos minutos y servir inmediatamente.",11,duracion Media ,42.15686274509804
59,101,Tomaticán,45,4,4,"1 cucharada de aceite, 4 tomates medianos, 2 o 3 choclos medianos, 1 cebolla española cortada en pluma, 1 diente de ajo picado, 300 grs de posta o asiento cortado en tiras, 1/2 cucharadita de ají color, puede ser un poco más, 1/2 cucharadita de orégano, 1 trozo de morrón verde picado en pequeños cuadros, 2 tazas de caldo de carne o agua (también puede usar una taza de agua y taza de vino blanco), sal y pimienta a gusto, 1/2 cucharadita de ají color, 1/2 cucharadita de orégano","1-en un sartén o directamente en una olla freír la cebolla cortada en pluma con el aceite por unos 3 minutos aproximadamente., 2-luego agregar la carne, saltear por unos 2 minutos y añadir el morrón verde. cocinar por 1 minuto. enseguida agregar los choclos desgranados y el tomate cortado en cuadros chicos, si gusta puede pelar el tomate, en mi caso no lo hice porque es en la cáscara donde se concentra la mayor cantidad de nutrientes., 3-añadir los aliños, revolver bien y agregar el agua o caldo de carne o vino blanco. en esta ocasión yo lo hice solo con agua a temperatura de ambiente., 4-tapar la olla o sartén y cocinar por unos 10 minutos., 5-tratar de no recocer ya que los ingredientes pierden su sabor y la textura adecuada., 6-disfrutar acompañado de arroz blanco y perejil picado., 7-si desea puede acompañarlo también con papas cocidas.",14,duracion Media ,53.87700534759358
60,102,Tomate relleno,35,1,1,,,1,duracion Media ,19.429590017825312
61,104,Torta de galletas,25,8,8,"4 paquetes de galletas baja en azúcar y sin relleno (pueden usar galletas de vino mckay), 600 grs de manjar/dulce de leche, 1/2 taza de leche, coco rallado, cobertura de chocolate para decorar (opcional)","1-pueden utilizar un molde rectangular o cuadrado pequeño, deben cubrirlo con papel para hornear. así será más desmoldar., 2-colocar una base con galletas las cuales se deben ir pasando por leche a medida que se vaya armando la torta, no se trata de remojarlas, es simplemente una leve pasada., 3-se va poniendo una capa de galletas, luego una de manjar y así sucesivamente., 4-si se rompe alguna galleta ahí se van acomodando, al final queda todo tapado por el manjar., 5-hay que dejarla en el refrigerador al menos 2 horas., 6-luego al desmoldarla pueden cubrirla con manjar y decorarla por los costados con galletas molidas, coco rallado y encima una idea podría ser derretir chocolate de cobertura y dccorar encima de la torta como sea su gusto o como se ve en la foto.",5,duracion Media ,23.61853832442068
62,106,Torta de merengue lúcuma,35,25,25,"400 cc app. (8 claras) de huevos a temperatura de ambiente, 2 tazas de azúcar granulada, 1 pizca de sal, 1 cucharada de maicena, 1 cucharada de polvos de hornear, 400 grs de pulpa de lúcuma, 600 ml de crema líquida para batir, papel mantequilla, 3/4 taza de chocolate chips","1-pre-calentar el horno a 100°c (200°f). dejar lista una bandeja forrada con el papel de mantequilla, pero antes marcar con un lápiz 3 o 4 círculos de 24 cms de díametro con la ayuda de una tapa de olla, como se aprecia en la segunda foto., 2-en un bol agregar a las claras la pizca de sal y luego batir las claras a punto de nieve idealmente con la batidora, agregar poco a poco el azúcar granulada y batir hasta que cuando toquen con los dedos el batido no se sienta el azúcar. finalmente agregar los polvos de hornear y la maicena., 3-pasar el batido a una manga pastelera o a una bolsa ziploc, a la cual le pueden cortar una punta. y comienzan cuidadosamente a formar un disco sobre la bandeja forrada con el papel de mantequilla, como se aprecia en la foto de arriba., 4-llevar al horno por 2 horas, es muy importante que el horno no supere los 100°c (200°f)., 5-cuando los discos estén secos es porque ya están listos. y una vez fríos, comenzamos a rellenar., 6-en un bol batimos la crema y vamos agregando el puré de lúcuma. mezclamos bien., 7-y encima de un disco de merengue colocamos un capa generosa de crema. enseguida ponemos otro disco de merengue y realizamos el mismo paso que el anterior hasta finalizar, decoramos por fuera de la torta con la crema., 8-la decoración de encima la dejo a su gusto., 9-como indico en la introducción del post, utilicé chocolate chips derretido para decorar.",9,duracion Media ,37.61140819964349
63,107,Torta de merengue y frutilla,35,6,6,"400 cc app. (8 claras) de huevos a temperatura de ambiente, 1 1/2 taza (300 grs.) de azúcar granulada, 1 pizca de sal, 1 cucharada de maicena, 1/4 de cucharadita de cremor tártaro, 350 grs de frutillas frescas, 600 ml de crema líquida para batir, 1 taza de azúcar flor cernida (fina) (140 grs.), papel mantequilla, ","1-pre-calentar el horno a 100°c (200°f). dejar lista una bandeja forrada con el papel de mantequilla., 2-en un bol agregar a las claras la pizca de sal y luego batir las claras a punto de nieve idealmente con la batidora, agregar poco a poco el azúcar granulada y batir hasta que cuando toquen con los dedos el batido no se sienta el azúcar. finalmente agregar el cremor tártaro y la maicena., 3-pasar el batido a una manga pastelera o a una bolsa ziploc, a la cual le pueden cortar una punta. y comienzan cuidadosamente a formar un disco sobre la bandeja forrada con el papel de mantequilla, como se aprecia en la foto de arriba., 4-llevar al horno por 1 hora y media , es muy importante que el horno no supere los 100°c (200°)., 5-cuando los discos estén secos es porque ya están listos. y una vez fríos, comenzamos a rellenar., 6-con unos 100 grs gramos de las frutillas las molemos y las pasamos por cedazo. reservar., 7-en un bol batimos la crema y vamos agregando el azúcar flor, luego agregamos el puré de frutillas. mezclamos bien., 8-y encima de un disco de merengue colocamos un capa de crema, luego unos trozos de frutilla, luego otra capa delgada de crema. enseguida ponemos otro disco de merengue y realizamos el mismo paso que el anterior hasta finalizar, decoramos por fuera de la torta con la crema y unas frutillas del modo deseado.",10,duracion Media ,39.884135472370765
64,109,Torta ideal de piña para el día de la madre,35,20,24,"6 huevos, 2 tazas (280 grs.) de azúcar flor cernida, 2 tazas de harina (280 grs.) cernida, 2 cucharaditas de polvos de hornear, 6 cucharadas de agua, 1pizca de sal, 1 tarro de leche evaporada refrigerado por varias horas, 4 cucharadas de jugo de limón, 4 cucharadas de azúcar granulada, 2 1/2 cucharaditas rasas (14 grs) de gelatina sin sabor, 425 grs de piña picada y escurrida (reservar el jugo de la piña), 500 grs de mermelada de damasco pasada por cedazo, 400 ml de crema para batir, 120 grs de azúcar flor","1-batir las yemas con el azúcar flor hasta que estén casi blancas, añadirles el agua y luego la harina cernida con los polvos de hornear y la pizca de sal. incorporar suavemente las claras batidas a nieve., 2-vertir en un molde (26 cm) previamente enmantequillado y llevar al horno a 350° f (180° c) por unos 35 minutos apróximadamente., 3-desmoldar y dejar enfríar., 4-preparación relleno y decorado:, 5-batir la leche evaporada al doble de su volumen. siempre batiendo añadir de a poco el jugo de limón, luego el azúcar granulada y la gelatina disuelta en un poquito de agua caliente. batir unos 2 a 3 minutos más., 6-dividir el bizcocho en 2 partes ( o en tres). con el jugo de la piña más un poco de azúcar y agua, agregar al bizcocho para remojarlo, luego pintar ambas caras del bizcocho con la mermelada y rellenar con una capa de crema ideal y encima con piña picada. hacer lo mismo si se logra dividir en 3 partes y eso va a depender de que tan alto logren hacer el bizcocho., 7-finalmente tapice y decore la torta con crema batida con azúcar flor y algunos trozos de piña. mantener en el refrigerador hasta el momento de servir., 8-batir la leche evaporada al doble de su volumen. siempre batiendo añadir de a poco el jugo de limón, luego el azúcar granulada y la gelatina disuelta en un poquito de agua caliente. batir unos 2 a 3 minutos más., 9-dividir el bizcocho en 2 partes ( o en tres). con el jugo de la piña más un poco de azúcar y agua, agregar al bizcocho para remojarlo, luego pintar ambas caras del bizcocho con la mermelada y rellenar con una capa de crema ideal y encima con piña picada. hacer lo mismo si se logra dividir en 3 partes y eso va a depender de que tan alto logren hacer el bizcocho., 10-finalmente tapice y decore la torta con crema batida con azúcar flor y algunos trozos de piña. mantener en el refrigerador hasta el momento de servir.",14,duracion Media ,48.97504456327985
65,111,Tortilla de porotos verdes,35,6,6,"1/2 kilo de porotos verdes, 5 huevos medianos, sal a gusto, 1 cucharadita de aceite","1-cocinar los porotos verdes en agua caliente por unos 5 minutos desde que empieza hervir el agua., 2-luego pasarlos por agua fría para enfríar., 3-enseguida ir cortando a lo largo los porotos o también puede ser diagonalmente., 4-en un bowl batir los huevos, agregar la sal y los porotos. mezclar bien., 5-vertir la mezcla en una sartén antiadherente previamente calentado y con una cucharadita de aceite., 6-cocinar a fuego medio 5 minutos por lado. debe ir despegando los bordes con la ayuda de una espátula., 7-ayudarse con un plato para dar vuelta la tortilla.",4,duracion Media ,26.24777183600713
66,113,Tortilla de zapallo italiano,25,2,2,"2 zapallos italianos, 1/2 unidad de cebolla picada fina, 1 diente de ajo picado fino, 1/2 cucharada de aceite de oliva, sal y pimienta a gusto, 3 huevos, aceite en spray","1-lavar los zapallos italianos, cortar los extremos y rallarlos con cáscaras., 2-luego con la ayuda de un paño o simplemente con la mano extraer el exceso de líquido un poco. reservar., 3-luego en un sartén freír la cebolla y el ajo con el aceite de oliva por unos 3 minutos a fuego medio., 4-mientras tanto en un bol batir los huevos y agregar la mezcla de cebolla y ajo. sazonar con sal y pimienta. luego agregar el zapallo italiano rallado., 5-en un sartén antidherente rociar con aceite en spray o esparcir un poco de otro tipo., 6-colocar la mezcla de zapallo italiano y cocinar a fuego medio fuerte por 1 minuto aproximadamente. luego bajar a fuego medio bajo. dejar por unos 6 minutos o hasta que se desprenda la tortilla. luego, con la ayuda de un plato o algo similar, dar vuelta la tortilla y cocinar por otros 6 minutos o hasta que esté dorada.",7,duracion Media ,28.163992869875223
67,115,"Vaina, cocktail chileno",10,1,1,"50 cc de vino añejo u oporto, 30 cc de cognac, 30 cc de licor de cacao, 1 o 2 cucharaditas de azúcar flor, 1 yema de huevo, canela en polvo, ½ taza de hielo","1-mezclar todos los ingredientes menos la canela, en una coctelera, también puede usar una licuadora., 2-servir en una copa flauta fría, con canela en polvo encima.",7,duracion Rapida,20.81105169340464
